Name,Country1,Country2,Country3,Country4,Country5,Country6,Language1,Language2,Language3,Language4,Language5,Language6,Gross_revenue,Production1,Production2,Production3,Runtime,Rating,Genre1,Genre2,Genre3,Nums_score,Nums_review,Nums_critic,Story,Director1,Director2,Writer1,Writer2,Star1,Star2,Star3
Your Name.,Japan,,,,,,Japanese,,,,,,358922706,Amuse, CoMix Wave Films, East Japan Marketing & Communications Inc.,106,PG,Animation, Drama, Fantasy,167500,586,221,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Makoto Shinkai,,Makoto Shinkai, Makoto Shinkai,Ryûnosuke Kamiki, Mone Kamishiraishi, Ryô Narita
Coco,USA,,,,,,English, Spanish,,,,,807082196,Walt Disney Pictures, Pixar Animation Studios,,105,PG,Animation, Adventure, Family,336964,1062,403,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Lee Unkrich, Adrian Molina,Lee Unkrich, Jason Katz,Anthony Gonzalez, Gael García Bernal, Benjamin Bratt
American Beauty,USA,,,,,,English,,,,,,356296601,DreamWorks, Jinks/Cohen Company,,122,R,Drama,,,1036220,2866,196,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Sam Mendes,,Alan Ball,,Kevin Spacey, Annette Bening, Thora Birch
Braveheart,USA,,,,,,English, French, Latin, Scottish Gaelic, Italian,,213216216,Icon Entertainment International, The Ladd Company, B.H. Finance C.V.,178,R,Biography, Drama, History,931052,1249,156,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",Mel Gibson,,Randall Wallace,,Mel Gibson, Sophie Marceau, Patrick McGoohan
Das Boot,West Germany,,,,,,German,,,,,,11487676,Bavaria Film, Twin Bros. Productions, Radiant Film GmbH,149,R,Adventure, Drama, Thriller,222439,494,110,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Wolfgang Petersen,,Wolfgang Petersen, Lothar G. Buchheim,Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann
3 Idiots,India,,,,,,Hindi, English,,,,,60262836,Vinod Chopra Productions,,,170,PG-13,Comedy, Drama,,324028,598,57,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Rajkumar Hirani,,Rajkumar Hirani, Abhijat Joshi,Aamir Khan, Madhavan, Mona Singh
Toy Story,USA,,,,,,English,,,,,,404265438,Pixar Animation Studios, Walt Disney Pictures, Walt Disney Animation Studios,81,G,Animation, Adventure, Comedy,851161,588,159,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,John Lasseter,,John Lasseter, Pete Docter,Tom Hanks, Tim Allen, Don Rickles
High and Low,Japan,,,,,,Japanese,,,,,,46808,Kurosawa Production Co., Toho Company,,143,Not Rated,Crime, Drama, Mystery,28681,118,87,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,Akira Kurosawa,,Hideo Oguni, Ryûzô Kikushima,Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai
Taare Zameen Par,India,,,,,,Hindi, English,,,,,21897373,Aamir Khan Productions, PVR Pictures,,165,PG,Drama, Family,,156595,385,33,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Aamir Khan, Amole Gupte,Amole Gupte, Amole Gupte,Darsheel Safary, Aamir Khan, Tisca Chopra
1917,USA, UK, India, Spain, Canada,,English, French, German,,,,368027644,DreamWorks, Reliance Entertainment, New Republic Pictures,119,R,Drama, War,,304379,2550,456,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,,Sam Mendes, Krysty Wilson-Cairns,Dean-Charles Chapman, George MacKay, Daniel Mays
Star Wars: Episode VI - Return of the Jedi,USA,,,,,,English,,,,,,475347111,Lucasfilm,,,131,PG,Action, Adventure, Fantasy,915504,809,197,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",Richard Marquand,,Lawrence Kasdan, George Lucas,Mark Hamill, Harrison Ford, Carrie Fisher
Amadeus,USA, France, Czechoslovakia, Italy,,,English, Italian, Latin, German,,,52066791,AMLF, The Saul Zaentz Company,,160,R,Biography, Drama, History,355601,628,110,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",Milos Forman,,Peter Shaffer, Peter Shaffer,F. Murray Abraham, Tom Hulce, Elizabeth Berridge
Reservoir Dogs,USA,,,,,,English,,,,,,2859750,Live Entertainment, Dog Eat Dog Productions Inc.,,99,R,Crime, Drama, Thriller,882498,1125,203,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,,Quentin Tarantino, Quentin Tarantino,Harvey Keitel, Tim Roth, Michael Madsen
Inglourious Basterds,Germany, USA,,,,,English, German, French, Italian,,,321455689,Universal Pictures, The Weinstein Company, A Band Apart,153,R,Adventure, Drama, War,1206916,1816,525,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,,Quentin Tarantino,,Brad Pitt, Diane Kruger, Eli Roth
Good Will Hunting,USA,,,,,,English,,,,,,225933435,Be Gentlemen Limited Partnership, Lawrence Bender Productions, Miramax,126,R,Drama, Romance,,821904,870,161,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Gus Van Sant,,Matt Damon, Ben Affleck,Robin Williams, Matt Damon, Ben Affleck
2001: A Space Odyssey,UK, USA,,,,,English, Russian,,,,,68766362,Metro-Goldwyn-Mayer (MGM), Stanley Kubrick Productions,,149,G,Adventure, Sci-Fi,,577071,2116,260,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",Stanley Kubrick,,Stanley Kubrick, Arthur C. Clarke,Keir Dullea, Gary Lockwood, William Sylvester
Vertigo,USA,,,,,,English,,,,,,7796389,Alfred J. Hitchcock Productions,,,128,PG,Mystery, Romance, Thriller,343655,835,174,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,Alfred Hitchcock,,Alec Coppel, Samuel A. Taylor,James Stewart, Kim Novak, Barbara Bel Geddes
Requiem for a Dream,USA,,,,,,English,,,,,,7390108,Artisan Entertainment, Thousand Words, Sibling Productions,102,R,Drama,,,737520,2092,248,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Darren Aronofsky,,Hubert Selby Jr., Hubert Selby Jr.,Ellen Burstyn, Jared Leto, Jennifer Connelly
M,Germany,,,,,,German,,,,,,35566,Nero-Film AG,,,117,Not Rated,Crime, Mystery, Thriller,136392,344,153,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Fritz Lang,,Thea von Harbou, Fritz Lang,Peter Lorre, Ellen Widmann, Inge Landgut
Dangal,India,,,,,,Hindi,,,,,,303723636,Aamir Khan Productions, UTV Motion Pictures, Walt Disney Pictures,161,Not Rated,Action, Biography, Drama,141621,372,60,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,Nitesh Tiwari,,Piyush Gupta, Shreyas Jain,Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh
Eternal Sunshine of the Spotless Mind,USA,,,,,,English,,,,,,74036715,Focus Features, Anonymous Content, This Is That Productions,108,R,Drama, Romance, Sci-Fi,874415,1777,294,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Michel Gondry,,Charlie Kaufman, Michel Gondry,Jim Carrey, Kate Winslet, Tom Wilkinson
Citizen Kane,USA,,,,,,English, Italian,,,,,1594107,RKO Radio Pictures, Mercury Productions,,119,PG,Drama, Mystery,,382591,1413,240,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Orson Welles,,Herman J. Mankiewicz, Orson Welles,Orson Welles, Joseph Cotten, Dorothy Comingore
Capharnaüm,Lebanon, USA, France, Cyprus, Qatar, UK,Arabic, Amharic,,,,,64413178,Mooz Films, Cedrus Invest Bank, Sunnyland Film,126,R,Drama,,,46258,283,179,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Nadine Labaki,,Nadine Labaki, Jihad Hojeily,Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole
The Hunt,Denmark, Sweden,,,,,Danish, English, Polish,,,,17230506,Danmarks Radio (DR), Det Danske Filminstitut, Eurimages,115,R,Drama,,,262950,387,368,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Thomas Vinterberg,,Tobias Lindholm, Thomas Vinterberg,Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp
Full Metal Jacket,UK, USA,,,,,English, Vietnamese,,,,,46357676,Natant, Stanley Kubrick Productions, Warner Bros.,116,R,Drama, War,,647097,833,153,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,,Stanley Kubrick, Michael Herr,Matthew Modine, R. Lee Ermey, Vincent D'Onofrio
North by Northwest,USA,,,,,,English, French,,,,,71534,Metro-Goldwyn-Mayer (MGM),,,136,Approved,Adventure, Mystery, Thriller,286641,595,171,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,Alfred Hitchcock,,Ernest Lehman,,Cary Grant, Eva Marie Saint, James Mason
A Clockwork Orange,UK, USA,,,,,English,,,,,,26903440,Warner Bros., Polaris Productions, Hawk Films,136,R,Crime, Drama, Sci-Fi,729081,1539,175,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,,Stanley Kubrick, Anthony Burgess,Malcolm McDowell, Patrick Magee, Michael Bates
Bicycle Thieves,Italy,,,,,,Italian, English,,,,,428978,Produzioni De Sica (PDS), Produzioni De Sica,,89,Not Rated,Drama,,,137844,288,156,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",Vittorio De Sica,,Cesare Zavattini, Luigi Bartolini,Lamberto Maggiorani, Enzo Staiola, Lianella Carell
The Kid,USA,,,,,,English, None,,,,,26916,Charles Chaplin Productions,,,68,Passed,Comedy, Drama, Family,106146,160,102,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",Charles Chaplin,,Charles Chaplin,,Charles Chaplin, Edna Purviance, Jackie Coogan
Snatch,UK, USA,,,,,English, Russian,,,,,83557872,Columbia Pictures, SKA Films,,104,R,Comedy, Crime,,756198,829,171,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,,Guy Ritchie,,Jason Statham, Brad Pitt, Benicio Del Toro
Singin' in the Rain,USA,,,,,,English,,,,,,1864182,Metro-Goldwyn-Mayer (MGM),,,103,G,Comedy, Musical, Romance,209198,652,152,A silent film production company and cast make a difficult transition to sound.,Stanley Donen, Gene Kelly,Betty Comden, Adolph Green,Gene Kelly, Donald O'Connor, Debbie Reynolds
Scarface,USA,,,,,,English, Spanish,,,,,66023329,Universal Pictures,,,170,R,Crime, Drama,,707959,1008,180,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Brian De Palma,,Oliver Stone,,Al Pacino, Michelle Pfeiffer, Steven Bauer
Taxi Driver,USA,,,,,,English, Spanish,,,,,28441292,Columbia Pictures, Columbia Pictures, Bill/Phillips,114,R,Crime, Drama,,689156,1130,287,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Martin Scorsese,,Paul Schrader,,Robert De Niro, Jodie Foster, Cybill Shepherd
Amélie,France, Germany,,,,,French, Russian, English,,,,173924742,Claudie Ossard Productions, Union Générale Cinématographique (UGC), Victoires Productions,122,R,Comedy, Romance,,682216,1462,146,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",Jean-Pierre Jeunet,,Guillaume Laurant, Jean-Pierre Jeunet,Audrey Tautou, Mathieu Kassovitz, Rufus
Lawrence of Arabia,UK,,,,,,English, Arabic, Turkish,,,,45710874,Horizon Pictures (II),,,187,Approved,Adventure, Biography, Drama,256696,663,198,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,,T.E. Lawrence, Robert Bolt,Peter O'Toole, Alec Guinness, Anthony Quinn
The Sting,USA,,,,,,English,,,,,,156000000,Zanuck/Brown Productions, Universal Pictures,,129,PG,Comedy, Crime, Drama,232483,305,137,Two grifters team up to pull off the ultimate con.,George Roy Hill,,David S. Ward,,Paul Newman, Robert Redford, Robert Shaw
Toy Story 3,USA,,,,,,English, Spanish,,,,,1066969703,Walt Disney Pictures, Pixar Animation Studios,,103,G,Animation, Adventure, Comedy,729422,865,477,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,,John Lasseter, Andrew Stanton,Tom Hanks, Tim Allen, Joan Cusack
Metropolis,Germany,,,,,,German,,,,,,1349711,Universum Film (UFA),,,153,Not Rated,Drama, Sci-Fi,,153322,484,203,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",Fritz Lang,,Thea von Harbou, Thea von Harbou,Brigitte Helm, Alfred Abel, Gustav Fröhlich
Ikiru,Japan,,,,,,Japanese,,,,,,90773,Toho Company,,,143,Not Rated,Drama,,,63390,204,122,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Akira Kurosawa,,Akira Kurosawa, Shinobu Hashimoto,Takashi Shimura, Nobuo Kaneko, Shin'ichi Himori
For a Few Dollars More,Italy, Spain, West Germany,,,,Italian, English,,,,,15000000,Produzioni Europee Associate (PEA), Arturo González Producciones Cinematográficas, Constantin Film,132,R,Western,,,221116,280,130,Two bounty hunters with the same intentions team up to track down a Western outlaw.,Sergio Leone,,Sergio Leone, Fulvio Morsella,Clint Eastwood, Lee Van Cleef, Gian Maria Volontè
A Separation,Iran, France,,,,,Persian,,,,,,22926076,Asghar Farhadi Productions, Dreamlab Films, MPA APSA Academy Film Fund,123,PG-13,Drama,,,210356,349,378,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Asghar Farhadi,,Asghar Farhadi,,Payman Maadi, Leila Hatami, Sareh Bayat
Double Indemnity,USA,,,,,,English,,,,,,13886,Paramount Pictures,,,107,Passed,Crime, Drama, Film-Noir,136660,384,146,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,Billy Wilder,,Billy Wilder, Raymond Chandler,Fred MacMurray, Barbara Stanwyck, Edward G. Robinson
The Apartment,USA,,,,,,English,,,,,,177066,The Mirisch Corporation,,,125,Not Rated,Comedy, Drama, Romance,155215,324,232,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,,Billy Wilder, I.A.L. Diamond,Jack Lemmon, Shirley MacLaine, Fred MacMurray
Incendies,Canada, France,,,,,French, Arabic, English,,,,7099598,micro_scope, TS Productions, Phi Group,131,R,Drama, Mystery, War,137443,237,240,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Denis Villeneuve,,Denis Villeneuve, Wajdi Mouawad,Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette
To Kill a Mockingbird,USA,,,,,,English,,,,,,599146,Pakula-Mulligan, Brentwood Productions,,129,Approved,Crime, Drama,,285002,561,152,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",Robert Mulligan,,Harper Lee, Horton Foote,Gregory Peck, John Megna, Frank Overton
Indiana Jones and the Last Crusade,USA,,,,,,English, German, Greek, Arabic,,,474310887,Paramount Pictures, Lucasfilm,,127,PG-13,Action, Adventure,,667137,554,166,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",Steven Spielberg,,Jeffrey Boam, George Lucas,Harrison Ford, Sean Connery, Alison Doody
Up,USA,,,,,,English,,,,,,735099082,Pixar Animation Studios, Walt Disney Pictures,,96,PG,Animation, Adventure, Comedy,897735,867,423,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",Pete Docter, Bob Peterson,Pete Docter, Bob Peterson,Edward Asner, Jordan Nagai, John Ratzenberger
L.A. Confidential,USA,,,,,,English,,,,,,126216940,Regency Enterprises, The Wolper Organization, Warner Bros.,138,R,Crime, Drama, Mystery,514721,699,132,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Curtis Hanson,,James Ellroy, Brian Helgeland,Kevin Spacey, Russell Crowe, Guy Pearce
Heat,USA,,,,,,English, Spanish,,,,,187436818,Warner Bros., Regency Enterprises, Forward Pass,170,R,Crime, Drama, Thriller,552784,1055,208,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Michael Mann,,Michael Mann,,Al Pacino, Robert De Niro, Val Kilmer
Monty Python and the Holy Grail,UK,,,,,,English, French, Latin,,,,1938877,Python (Monty) Pictures, Michael White Productions, National Film Trustee Company,91,PG,Adventure, Comedy, Fantasy,484904,763,107,"King Arthur (Graham Chapman) and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Terry Gilliam, Terry Jones,Graham Chapman, John Cleese,Graham Chapman, John Cleese, Eric Idle
Die Hard,USA,,,,,,English, German, Italian, Japanese,,,141482154,Twentieth Century Fox, Gordon Company, Silver Pictures,132,R,Action, Thriller,,758195,901,291,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,John McTiernan,,Roderick Thorp, Jeb Stuart,Bruce Willis, Alan Rickman, Bonnie Bedelia
Rashômon,Japan,,,,,,Japanese,,,,,,46808,Daiei,,,88,Not Rated,Crime, Drama, Mystery,144748,335,138,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Akira Kurosawa,,Ryûnosuke Akutagawa, Akira Kurosawa,Toshirô Mifune, Machiko Kyô, Masayuki Mori
Yojimbo,Japan,,,,,,Japanese,,,,,,46808,Kurosawa Production Co., Toho Company,,110,Not Rated,Action, Drama, Thriller,104851,194,120,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Akira Kurosawa,,Akira Kurosawa, Akira Kurosawa,Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai
Batman Begins,USA, UK,,,,,English, Mandarin,,,,,373413297,Warner Bros., Syncopy, DC Comics,140,PG-13,Action, Adventure,,1259635,2854,319,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,,Bob Kane, David S. Goyer,Christian Bale, Michael Caine, Ken Watanabe
Come and See,Soviet Union,,,,,,Belarusian, Russian, German,,,,168817,Belarusfilm, Mosfilm,,142,Not Rated,Drama, War,,50400,488,97,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Elem Klimov,,Ales Adamovich, Ales Adamovich,Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius
Green Book,USA, China,,,,,English, Italian, Russian, German,,,327909440,Participant, DreamWorks, Innisfree Pictures,130,PG-13,Biography, Comedy, Drama,320108,1404,394,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Peter Farrelly,,Nick Vallelonga, Brian Hayes Currie,Viggo Mortensen, Mahershala Ali, Linda Cardellini
Children of Heaven,Iran,,,,,,Persian,,,,,,933933,Kanun parvaresh fekri,,,89,PG,Drama, Family, Sport,60172,176,57,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Majid Majidi,,Majid Majidi,,Mohammad Amir Naji, Amir Farrokh Hashemian, Bahare Seddiqi
Downfall,Germany, Austria, Italy,,,,German, Russian,,,,,92181574,Constantin Film, Norddeutscher Rundfunk (NDR), Westdeutscher Rundfunk (WDR),156,R,Biography, Drama, History,320216,627,208,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,,Bernd Eichinger, Joachim Fest,Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes
Unforgiven,USA,,,,,,English,,,,,,159157447,Warner Bros., Malpaso Productions,,130,R,Drama, Western,,360562,577,121,"Retired Old West gunslinger William Munny (Clint Eastwood) reluctantly takes on one last job, with the help of his old partner Ned Logan (Morgan Freeman) and a young man, The ""Schofield Kid"" (Jaimz Woolvett).",Clint Eastwood,,David Webb Peoples,,Clint Eastwood, Gene Hackman, Morgan Freeman
Some Like It Hot,USA,,,,,,English,,,,,,83169282,Ashton Productions, The Mirisch Corporation,,121,Not Rated,Comedy, Music, Romance,233914,408,220,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Billy Wilder,,Billy Wilder, I.A.L. Diamond,Marilyn Monroe, Tony Curtis, Jack Lemmon
Ran,Japan, France,,,,,Japanese,,,,,,4160924,Greenwich Film Productions, Herald Ace, Nippon Herald Films,162,R,Action, Drama, War,106028,275,155,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Akira Kurosawa,,Akira Kurosawa, Hideo Oguni,Tatsuya Nakadai, Akira Terao, Jinpachi Nezu
Howl's Moving Castle,Japan,,,,,,Japanese,,,,,,236212992,Buena Vista Home Entertainment, DENTSU Music And Entertainment, Mitsubishi,119,PG,Animation, Adventure, Family,308007,422,241,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Hayao Miyazaki,,Hayao Miyazaki, Diana Wynne Jones,Chieko Baishô, Takuya Kimura, Tatsuya Gashûin
The Great Escape,USA,,,,,,English, German, French, Russian, Spanish,,227940,The Mirisch Company, Alpha,,172,Not Rated,Adventure, Drama, History,215895,349,105,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,John Sturges,,Paul Brickhill, James Clavell,Steve McQueen, James Garner, Richard Attenborough
All About Eve,USA,,,,,,English, French,,,,,150438,Twentieth Century Fox,,,138,Passed,Drama,,,115503,370,137,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Joseph L. Mankiewicz,,Joseph L. Mankiewicz,,Bette Davis, Anne Baxter, George Sanders
A Beautiful Mind,USA,,,,,,English,,,,,,316791257,Universal Pictures, DreamWorks, Imagine Entertainment,135,PG-13,Biography, Drama,,815318,1275,158,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard,,Akiva Goldsman, Sylvia Nasar,Russell Crowe, Ed Harris, Jennifer Connelly
Casino,France, USA,,,,,English,,,,,,116112375,Universal Pictures, Syalis DA, Légende Entreprises,178,R,Crime, Drama,,442788,613,158,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive, compete against each other over a gambling empire, and over a fast living and fast loving socialite.",Martin Scorsese,,Nicholas Pileggi, Nicholas Pileggi,Robert De Niro, Sharon Stone, Joe Pesci
Pan's Labyrinth,Mexico, Spain,,,,,Spanish,,,,,,83850267,Estudios Picasso, Wild Bunch, Tequila Gang,118,R,Drama, Fantasy, War,598935,1260,454,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Guillermo del Toro,,Guillermo del Toro,,Ivana Baquero, Ariadna Gil, Sergi López
The Secret in Their Eyes,Argentina, Spain,,,,,Spanish,,,,,,42629597,Tornasol Films, Haddock Films, 100 Bares,129,R,Drama, Mystery, Romance,184010,288,279,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,,Eduardo Sacheri, Juan José Campanella,Ricardo Darín, Soledad Villamil, Pablo Rago
My Neighbor Totoro,Japan,,,,,,Japanese,,,,,,30476708,Tokuma Japan Communications, Studio Ghibli, Nibariki,86,G,Animation, Family, Fantasy,268406,438,180,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Hayao Miyazaki,,Hayao Miyazaki,,Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto
The Wolf of Wall Street,USA,,,,,,English, French,,,,,392000694,Red Granite Pictures, Appian Way, Sikelia Productions,180,R,Biography, Crime, Drama,1114452,1385,641,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,,Terence Winter, Jordan Belfort,Leonardo DiCaprio, Jonah Hill, Margot Robbie
"Lock, Stock and Two Smoking Barrels",UK,,,,,,English,,,,,,3753929,Summit Entertainment, The Steve Tisch Company, SKA Films,107,R,Comedy, Crime,,517207,578,119,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",Guy Ritchie,,Guy Ritchie,,Jason Flemyng, Dexter Fletcher, Nick Moran
Raging Bull,USA,,,,,,English,,,,,,23402117,Chartoff-Winkler Productions,,,129,R,Biography, Drama, Sport,308237,573,189,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,,Jake LaMotta, Joseph Carter,Robert De Niro, Cathy Moriarty, Joe Pesci
The Treasure of the Sierra Madre,USA, Mexico,,,,,English, Spanish,,,,,215295,Warner Bros.,,,126,Passed,Adventure, Drama, Western,109324,265,95,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,John Huston,,John Huston, B. Traven,Humphrey Bogart, Walter Huston, Tim Holt
Judgment at Nuremberg,USA,,,,,,English, German,,,,,12180,Roxlom Films Inc.,,,179,Not Rated,Drama, War,,65936,207,99,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Stanley Kramer,,Abby Mann, Abby Mann,Spencer Tracy, Burt Lancaster, Richard Widmark
There Will Be Blood,USA,,,,,,English, American Sign Language,,,,,76181545,Paramount Vantage, Miramax, Ghoulardi Film Company,158,R,Drama,,,493148,1289,341,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Paul Thomas Anderson,,Paul Thomas Anderson, Upton Sinclair,Daniel Day-Lewis, Paul Dano, Ciarán Hinds
Babam ve Oglum,Turkey,,,,,,Turkish,,,,,,18612999,Avsar Film,,,112,G,Drama, Family,,74402,121,6,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Çagan Irmak,,Çagan Irmak,,Çetin Tekindor, Fikret Kuskan, Hümeyra
